cik	fyear	filename	formtype	companyname	filingdate	url	GVKEY	conm	cusip	tic	fyr	datadate	sich	at	prcc_f	csho
751085	2001	0000912057-01-534123.txt	10-K405	MAGNETEK	2001-10-01	https://www.sec.gov/Archives/edgar/data/751085/0000912057-01-534123.txt	12581	MAGNETEK INC	559424403	MAG.3	6	15156	3612	321.754	12.5	22.717
893538	2001	0000893538-02-000009.txt	10-K	ST MARY LAND & EXPLORATION	2002-03-19	https://www.sec.gov/Archives/edgar/data/893538/0000893538-02-000009.txt	26013	SM ENERGY CO	78454L100	SM	12	15340	1311	436.989	21.19	27.77
1005286	2001	0000912057-02-002597.txt	10-K	LANDEC CORP	2002-01-25	https://www.sec.gov/Archives/edgar/data/1005286/0000912057-02-002597.txt	62169	LANDEC CORP	514766104	LNDC	10	15279	2821	120.122	3.86	16.563
49826	2001	0000950137-02-001470.txt	10-K405	ILLINOIS TOOL WORKS	2002-03-22	https://www.sec.gov/Archives/edgar/data/49826/0000950137-02-001470.txt	5878	ILLINOIS TOOL WORKS	452308109	ITW	12	15340	3540	9822.349	67.72	304.927
50493	2001	0000950144-01-510160.txt	10-K405	INGLES MARKETS	2001-12-20	https://www.sec.gov/Archives/edgar/data/50493/0000950144-01-510160.txt	12972	INGLES MARKETS INC  -CL A	457030104	IMKTA	9	15248	5411	962.801	12	22.64
88790	2001	0000088790-02-000005.txt	10-K	SELAS CORP OF	2002-04-15	https://www.sec.gov/Archives/edgar/data/88790/0000088790-02-000005.txt	9590	INTRICON CORP	46121H109	IIN	12	15340	3842	76.1	2.1	5.119
72741	2001	0000072741-02-000051.txt	10-K	NORTHEAST UTILITIES	2002-03-22	https://www.sec.gov/Archives/edgar/data/72741/0000072741-02-000051.txt	7970	EVERSOURCE ENERGY	30040W108	ES	12	15340	4911	10241.409	17.63	130.132
811156	2001	0000950124-02-001143.txt	10-K	CMS ENERGY	2002-03-29	https://www.sec.gov/Archives/edgar/data/811156/0000950124-02-001143.txt	3439	CMS ENERGY CORP	125896100	CMS	12	15340	4931	17102	24.03	132.989
1050167	2001	0001021408-01-502849.txt	10-K	GLOBAL IMAGING SYSTEMS	2001-06-29	https://www.sec.gov/Archives/edgar/data/1050167/0001021408-01-502849.txt	111723	GLOBAL IMAGING SYSTEMS	37934A100	GISX	3	15430	5040	473.16	18.4	20.876
859014	2001	0000950124-01-502149.txt	10-K	COMPUWARE	2001-06-27	https://www.sec.gov/Archives/edgar/data/859014/0000950124-01-502149.txt	26011	COMPUWARE CORP	205638109	CPWR	3	15430	7372	1993.938	12.91	375.82
29002	2001	0000950150-02-000306.txt	10-K405	DIODES INC	2002-04-01	https://www.sec.gov/Archives/edgar/data/29002/0000950150-02-000306.txt	3969	DIODES INC	254543101	DIOD	12	15340	3674	103.258	6.65	8.152
1091226	2001	0001012870-02-000745.txt	10-K	NUMERICAL TECHNOLOGIES	2002-02-19	https://www.sec.gov/Archives/edgar/data/1091226/0001012870-02-000745.txt	133886	NUMERICAL TECHNOLOGIES INC	67053T101	NMTC	12	15340	7372	212.062	35.2	33.552
787784	2001	0000950144-02-003182.txt	10-K	AMERICAN RETIREMENT	2002-04-01	https://www.sec.gov/Archives/edgar/data/787784/0000950144-02-003182.txt	64839	AMERICAN RETIREMENT CORP	028913101	ACR.	12	15340	8300	850.191	2.39	17.277
1060801	2001	0000950149-02-000597.txt	10-K	CRITICAL PATH	2002-04-01	https://www.sec.gov/Archives/edgar/data/1060801/0000950149-02-000597.txt	119273	CRITICAL PATH INC	22674V506	3CPTH	12	15340	7370	199.952	2.74	76.581
1062019	2001	0001032210-02-000499.txt	10-K405	WATCHGUARD TECHNOLOGIES	2002-03-28	https://www.sec.gov/Archives/edgar/data/1062019/0001032210-02-000499.txt	122447	WATCHGUARD TECHNOLOGIES INC	941105108	WGRD	12	15340	7372	173.031	6.51	27.123
87744	2001	0001005477-01-501230.txt	10-K405	SCI SYSTEMS	2001-09-28	https://www.sec.gov/Archives/edgar/data/87744/0001005477-01-501230.txt	9313	SCI SYSTEMS INC	783890106	SCI.1	6	15156	3670	4008.229	25.5	146.018
216324	2001	0000898430-01-501154.txt	10-K	IMAGE ENTERTAINMENT	2001-06-28	https://www.sec.gov/Archives/edgar/data/216324/0000898430-01-501154.txt	14150	IMAGE ENTERTAINMENT INC	452439201	DISK	3	15430	7819	81.898	2.6975	15.828
874691	2001	0000950144-02-003014.txt	10-K	OUTBACK STEAKHOUSE	2002-03-29	https://www.sec.gov/Archives/edgar/data/874691/0000950144-02-003014.txt	24186	OSI RESTAURANT PARTNERS INC	67104A101	OSI	12	15340	5812	1237.748	34.25	76.913
52827	2001	0000931763-02-000717.txt	10-K405	RAYONIER	2002-03-20	https://www.sec.gov/Archives/edgar/data/52827/0000931763-02-000717.txt	5862	RAYONIER INC	754907103	RYN	12	15340	2400	2025.012	50.47	27.345
766829	2001	0000950005-02-000295.txt	10-K405	SJW	2002-03-12	https://www.sec.gov/Archives/edgar/data/766829/0000950005-02-000295.txt	9324	SJW CORP	784305104	SJW	12	15340	4941	431.017	85.29	3.045
1066104	2001	0000950133-02-000634.txt	10-K	CORPORATE EXECUTIVE BOARD	2002-02-21	https://www.sec.gov/Archives/edgar/data/1066104/0000950133-02-000634.txt	118502	CEB INC	125134106	CEB	12	15340	8742	257.518	36.7	34.898
721083	2001	0000950129-02-001373.txt	10-K	SMITH INTERNATIONAL	2002-03-20	https://www.sec.gov/Archives/edgar/data/721083/0000950129-02-001373.txt	9772	SMITH INTERNATIONAL INC	832110100	SII	12	15340	2890	2735.828	53.62	49.402
23666	2001	0000950131-01-503581.txt	10-K	LEE SARA	2001-09-27	https://www.sec.gov/Archives/edgar/data/23666/0000950131-01-503581.txt	9411	HILLSHIRE BRANDS CO	432589109	HSH	6	15156	2000	10167	18.94	781.964
860451	2001	0000830736-02-000010.txt	10-K	BIOSOURCE INTERNATIONAL	2002-03-26	https://www.sec.gov/Archives/edgar/data/860451/0000830736-02-000010.txt	10321	BIOSOURCE INTERNATIONAL INC	09066H104	BIOI.	12	15340	2835	49.841	8.3	10.354
897429	2001	0000912057-01-511259.txt	10-K	CHICOS FAS	2001-04-30	https://www.sec.gov/Archives/edgar/data/897429/0000912057-01-511259.txt	27981	CHICOS FAS INC	168615102	CHS	1	15371	5621	186.385	29.95	40.791
74303	2001	0000950130-02-001272.txt	10-K405	OLIN	2002-03-04	https://www.sec.gov/Archives/edgar/data/74303/0000950130-02-001272.txt	8123	OLIN CORP	680665205	OLN	12	15340	3350	1219.1	16.14	43.44
1091284	2001	0001125282-02-000925.txt	10-K	REGISTER COM	2002-03-25	https://www.sec.gov/Archives/edgar/data/1091284/0001125282-02-000925.txt	132524	REGISTER.COM INC	75914G101	RCOM	12	15340	7389	268.789	11.5	38.297
845072	2001	0001021408-02-003634.txt	10-K	PECO II	2002-03-15	https://www.sec.gov/Archives/edgar/data/845072/0001021408-02-003634.txt	138901	PECO II INC	705221208	PIII	12	15340	3612	160.168	5.96	21.847
878731	2001	0000891554-01-502347.txt	10-K	FINLAY ENTERPRISES INC	2001-04-30	https://www.sec.gov/Archives/edgar/data/878731/0000891554-01-502347.txt	31683	FINLAY ENTERPRISES INC	317884203	FNLYQ	1	15371	5944	584.853	10	9.947
857005	2001	0000927016-01-504441.txt	10-K405	PARAMETRIC TECHNOLOGY	2001-12-27	https://www.sec.gov/Archives/edgar/data/857005/0000927016-01-504441.txt	18699	PTC INC	69370C100	PTC	9	15248	7372	797.838	5.19	260.538
773840	2001	0000950117-02-000539.txt	10-K	HONEYWELL INTERNATIONAL	2002-03-20	https://www.sec.gov/Archives/edgar/data/773840/0000950117-02-000539.txt	1300	HONEYWELL INTERNATIONAL INC	438516106	HON	12	15340	3728	24226	33.82	814.966
87777	2001	0000931763-01-501514.txt	10-K	SCIENTIFIC ATLANTA	2001-08-16	https://www.sec.gov/Archives/edgar/data/87777/0000931763-01-501514.txt	9483	SCIENTIFIC-ATLANTA INC	808655104	SFA.1	6	15156	3663	2002.828	40.6	164.04
885259	2001	0001104659-02-001166.txt	10-K	TRANSKARYOTIC THERAPIES	2002-03-29	https://www.sec.gov/Archives/edgar/data/885259/0001104659-02-001166.txt	63804	TRANSKARYOTIC THERAPIES INC	893735100	TKTX	12	15340	2836	457.707	42.8	34.302
1021635	2001	0000074145-02-000009.txt	10-K	OGE ENERGY	2002-03-28	https://www.sec.gov/Archives/edgar/data/1021635/0000074145-02-000009.txt	8113	OGE ENERGY CORP	670837103	OGE	12	15340	4922	3996.592	23.08	77.992
7332	2002	0000950123-03-001645.txt	10-K	SOUTHWESTERN ENERGY	2003-02-18	https://www.sec.gov/Archives/edgar/data/7332/0000950123-03-001645.txt	9904	SOUTHWESTERN ENERGY CO	845467109	SWN	12	15705	4923	740.162	11.45	25.945
1001039	2002	0000950148-02-002854.txt	10-K	WALT DISNEY	2002-12-04	https://www.sec.gov/Archives/edgar/data/1001039/0000950148-02-002854.txt	3980	DISNEY (WALT) CO	254687106	DIS	9	15613	4833	50045	15.14	2012
71023	2002	0000071023-02-000007.txt	10-K	NELSON THOMAS	2002-07-01	https://www.sec.gov/Archives/edgar/data/71023/0000071023-02-000007.txt	7809	NELSON (THOMAS) INC	640376109	TNM.	3	15795	2731	163.055	8.51	14.375
921691	2002	0000921691-03-000001.txt	10-K	COLE KENNETH PRODUCTIONS	2003-03-27	https://www.sec.gov/Archives/edgar/data/921691/0000921691-03-000001.txt	30277	COLE KENNETH PROD INC  -CL A	193294105	KCP	12	15705	3140	240.317	20.3	19.594
1094243	2002	0000950005-03-000414.txt	10-K	SOMERA COMMUNICATIONS	2003-03-31	https://www.sec.gov/Archives/edgar/data/1094243/0000950005-03-000414.txt	126424	SOMERA COMMUNICATIONS INC	834458200	SMRA	12	15705	5065	165.09	2.7	48.904
921503	2002	0000912057-02-017671.txt	10-K	BLYTH	2002-05-01	https://www.sec.gov/Archives/edgar/data/921503/0000912057-02-017671.txt	30219	BLYTH INC	09643P207	BTH	1	15736	3990	886.658	26.32	46.06
888914	2002	0000950134-02-011656.txt	10-K	D & K HEALTHCARE RESOURCES	2002-09-24	https://www.sec.gov/Archives/edgar/data/888914/0000950134-02-011656.txt	25694	D&K HEALTHCARE RESOURCES INC	232861104	DKHR	6	15521	5122	483.138	35.26	14.554
20520	2002	0000020520-03-000003.txt	10-K	CITIZENS COMMUNICATIONS	2003-03-24	https://www.sec.gov/Archives/edgar/data/20520/0000020520-03-000003.txt	135484	FRONTIER COMMUNICATIONS CORP	35906A108	FTR	12	15705	4813	8146.742	10.55	282.482
63754	2002	0001047469-03-004108.txt	10-K	MCCORMICK & CO	2003-02-05	https://www.sec.gov/Archives/edgar/data/63754/0001047469-03-004108.txt	7146	MCCORMICK & CO INC	579780206	MKC	11	15674	2090	1930.8	23.79	140
1049480	2002	0000950123-03-003381.txt	10-K	DOUBLECLICK	2003-03-27	https://www.sec.gov/Archives/edgar/data/1049480/0000950123-03-003381.txt	66507	DOUBLECLICK INC	258609304	DCLK	12	15705	7372	976.907	5.66	136.174
861884	2002	0000950150-03-000376.txt	10-K	RELIANCE STEEL & ALUMINUM	2003-03-27	https://www.sec.gov/Archives/edgar/data/861884/0000950150-03-000376.txt	30671	RELIANCE STEEL & ALUMINUM CO	759509102	RS	12	15705	5051	1139.247	20.84	31.752
80424	2002	0000950152-02-006968.txt	10-K	PROCTER & GAMBLE	2002-09-12	https://www.sec.gov/Archives/edgar/data/80424/0000950152-02-006968.txt	8762	PROCTER & GAMBLE CO	742718109	PG	6	15521	2840	40776	89.3	1300.77
894268	2002	0000950134-03-004847.txt	10-K	SPECTRALINK	2003-03-28	https://www.sec.gov/Archives/edgar/data/894268/0000950134-03-004847.txt	62709	SPECTRALINK CORP	847580107	SLNK	12	15705	3663	67.591	7.171	18.648
69671	2002	0001047469-03-018757.txt	10-K	NASH FINCH	2003-05-15	https://www.sec.gov/Archives/edgar/data/69671/0001047469-03-018757.txt	7691	NASH FINCH CO	631158102	NAFC	12	15705	5141	947.922	7.73	11.942
8947	2002	0000930661-02-001852.txt	10-K	AZZ	2002-05-24	https://www.sec.gov/Archives/edgar/data/8947/0000930661-02-001852.txt	1926	AZZ INC	002474104	AZZ	2	15764	3640	134.037	11.43	5.287
1800	2002	0001047469-03-006107.txt	10-K	ABBOTT	2003-02-19	https://www.sec.gov/Archives/edgar/data/1800/0001047469-03-006107.txt	1078	ABBOTT LABORATORIES	002824100	ABT	12	15705	2834	24259.102	40	1563.068
1099414	2002	0000899243-03-000672.txt	10-K	TANOX	2003-03-27	https://www.sec.gov/Archives/edgar/data/1099414/0000899243-03-000672.txt	133731	TANOX INC	87588Q109	TNOX	12	15705	2834	251.211	9.05	43.747
2178	2002	0000950129-03-001611.txt	10-K	ADAMS RESOURCES & ENERGY	2003-03-28	https://www.sec.gov/Archives/edgar/data/2178/0000950129-03-001611.txt	1121	ADAMS RESOURCES & ENERGY INC	006351308	AE	12	15705	5172	202.12	5.25	4.218
75829	2002	0001125282-02-003108.txt	10-K	PALL	2002-10-25	https://www.sec.gov/Archives/edgar/data/75829/0001125282-02-003108.txt	8304	PALL CORP	696429307	PLL	7	15552	3569	2027.222	17.58	122.792
351721	2002	0000351721-03-000081.txt	10-K	ADVANCED NEUROMODULATION SYSTEMS	2003-03-31	https://www.sec.gov/Archives/edgar/data/351721/0000351721-03-000081.txt	8872	ADV NEUROMODULATION SYS INC	00757T101	ANSI	12	15705	3845	158.344	35.1	12.351
916365	2002	0000950144-03-003161.txt	10-K	TRACTOR SUPPLY CO	2003-03-14	https://www.sec.gov/Archives/edgar/data/916365/0000950144-03-003161.txt	29736	TRACTOR SUPPLY CO	892356106	TSCO	12	15705	5200	458.919	37.6	18.233
868611	2002	0000868611-02-000004.txt	10-K	SONIC	2002-11-27	https://www.sec.gov/Archives/edgar/data/868611/0000868611-02-000004.txt	23697	SONIC CORP	835451105	SONC	8	15583	5812	405.356	23.45	39.741
319240	2002	0000950148-03-000691.txt	10-K	INTERNATIONAL REMOTE IMAGING SYSTEMS INC	2003-03-31	https://www.sec.gov/Archives/edgar/data/319240/0000950148-03-000691.txt	6110	IRIS INTERNATIONAL INC	46270W105	IRIS	12	15705	3826	27.223	2.31	10.845
18061	2002	0000912057-02-015582.txt	10-K	CASCADE	2002-04-18	https://www.sec.gov/Archives/edgar/data/18061/0000912057-02-015582.txt	2802	CASCADE CORP	147195101	CASC.	1	15736	3537	262.317	14.62	11.398
14177	2002	0000892569-03-000210.txt	10-K	BRIDGFORD FOODS	2003-01-28	https://www.sec.gov/Archives/edgar/data/14177/0000892569-03-000210.txt	2390	BRIDGFORD FOODS CORP	108763103	BRID	10	15644	2013	77.182	10.01	10.448
814547	2002	0000936392-02-001464.txt	10-K	FAIR ISAAC & COMPANY	2002-11-21	https://www.sec.gov/Archives/edgar/data/814547/0000936392-02-001464.txt	13824	FAIR ISAAC CORP	303250104	FICO	9	15613	7373	1212.513	32.7	50.665
57528	2002	0000950144-03-002244.txt	10-K	LANCE	2003-02-21	https://www.sec.gov/Archives/edgar/data/57528/0000950144-03-002244.txt	6574	SNYDERS-LANCE INC	833551104	LNCE	12	15705	2052	305.865	11.839	29.099
909832	2002	0001032210-02-001631.txt	10-K	COSTCO WHOLESALE CORP	2002-11-22	https://www.sec.gov/Archives/edgar/data/909832/0001032210-02-001631.txt	29028	COSTCO WHOLESALE CORP	22160K105	COST	8	15583	5399	11620.263	33.41	455.325
874689	2002	0001021408-02-011737.txt	10-K	INTEGRATED CIRCUIT SYSTEMS	2002-09-11	https://www.sec.gov/Archives/edgar/data/874689/0001021408-02-011737.txt	24190	INTEGRATED CIRCUIT SYSTEMS	45811K208	ICST	6	15521	3674	276.392	20.19	67.186
725549	2002	0000912057-02-017828.txt	10-K	MANDALAY RESORT	2002-05-01	https://www.sec.gov/Archives/edgar/data/725549/0000912057-02-017828.txt	3063	MANDALAY RESORT GROUP	562567107	MBG.2	1	15736	7990	4354.664	25.69	62.572
1085392	2002	0001085392-03-000060.txt	10-K	PUGET ENERGY INC	2003-03-10	https://www.sec.gov/Archives/edgar/data/1085392/0001085392-03-000060.txt	8818	PUGET ENERGY INC	745310938	5495B	12	15705	4931	5657.491	22.05	93.643
906709	2002	0001047469-03-010902.txt	10-K	NEKTAR	2003-03-28	https://www.sec.gov/Archives/edgar/data/906709/0001047469-03-010902.txt	30137	NEKTAR THERAPEUTICS	640268108	NKTR	12	15705	2834	606.638	8.08	55.553
874710	2002	0000950134-02-011939.txt	10-K	ALLIED HEALTHCARE PRODUCTS	2002-09-30	https://www.sec.gov/Archives/edgar/data/874710/0000950134-02-011939.txt	24837	ALLIED HEALTHCARE PRODS INC	019222108	AHPI	6	15521	3842	52.87	4.3391	7.814
799231	2002	0000799231-03-000004.txt	10-K	ALMOST FAMILY	2003-03-31	https://www.sec.gov/Archives/edgar/data/799231/0000799231-03-000004.txt	13800	ALMOST FAMILY INC	020409108	AFAM	12	15705	8300	36.8	6.94	2.283
1040261	2002	0000950134-03-004046.txt	10-K	PEGASUS SOLUTIONS	2003-03-18	https://www.sec.gov/Archives/edgar/data/1040261/0000950134-03-004046.txt	65236	PEGASUS SOLUTIONS INC	705906105	PEGS	12	15705	7370	288.095	10.03	24.747
878522	2002	0000950134-03-001017.txt	10-K	STEWART ENTERPRISES	2003-01-24	https://www.sec.gov/Archives/edgar/data/878522/0000950134-03-001017.txt	24538	STEWART ENTERPRISES  -CL A	860370105	STEI	10	15644	7200	3015.584	5.47	108.025
872589	2002	0000950123-03-003582.txt	10-K	REGENERON PHARMACEUTICALS	2003-03-31	https://www.sec.gov/Archives/edgar/data/872589/0000950123-03-003582.txt	23812	REGENERON PHARMACEUTICALS	75886F107	REGN	12	15705	2834	391.574	18.51	44.237
1166691	2002	0000950159-03-000238.txt	10-K	COMCAST	2003-03-20	https://www.sec.gov/Archives/edgar/data/1166691/0000950159-03-000238.txt	3226	COMCAST CORP	20030N101	CMCSA	12	15705	4841	113105	23.57	2248.162
918581	2002	0001047469-03-010567.txt	10-K	CIBER	2003-03-27	https://www.sec.gov/Archives/edgar/data/918581/0001047469-03-010567.txt	29900	CIBER INC	17163B102	CBR	12	15705	7370	427.141	5.15	64.117
71691	2002	0001047469-03-006543.txt	10-K	NEW YORK TIMES	2003-02-24	https://www.sec.gov/Archives/edgar/data/71691/0001047469-03-006543.txt	7866	NEW YORK TIMES CO  -CL A	650111107	NYT	12	15705	2711	3633.842	45.73	152.216
1023128	2002	0000891020-03-001019.txt	10-K	LITHIA MOTORS	2003-03-31	https://www.sec.gov/Archives/edgar/data/1023128/0000891020-03-001019.txt	64175	LITHIA MOTORS INC  -CL A	536797103	LAD	12	15705	5500	942.049	15.69	18.061
1054374	2002	0000892569-03-000851.txt	10-K	BROADCOM	2003-03-31	https://www.sec.gov/Archives/edgar/data/1054374/0000892569-03-000851.txt	66708	BROADCOM CORP	111320107	BRCM	12	15705	3674	2216.153	15.06	277.804
18061	2002	0001047469-03-014079.txt	10-K	CASCADE	2003-04-22	https://www.sec.gov/Archives/edgar/data/18061/0001047469-03-014079.txt	2802	CASCADE CORP	147195101	CASC.	1	15736	3537	262.317	14.62	11.398
941604	2002	0001032210-03-000379.txt	10-K	COINSTAR	2003-03-21	https://www.sec.gov/Archives/edgar/data/941604/0001032210-03-000379.txt	65026	OUTERWALL INC	690070107	OUTR	12	15705	3578	216.636	22.65	21.533
70145	2002	0000070145-02-000097.txt	10-K	NATIONAL FUEL GAS	2002-12-16	https://www.sec.gov/Archives/edgar/data/70145/0000070145-02-000097.txt	7733	NATIONAL FUEL GAS CO	636180101	NFG	9	15613	4924	3401.309	19.87	80.265
1041577	2002	0000950123-03-002255.txt	10-K	ATMI	2003-02-28	https://www.sec.gov/Archives/edgar/data/1041577/0000950123-03-002255.txt	29274	ATMI INC	00207R101	ATMI	12	15705	2810	416.482	18.52	30.673
946486	2002	0001169232-03-002531.txt	10-K	DISCOVERY LABORATORIES INC	2003-03-31	https://www.sec.gov/Archives/edgar/data/946486/0001169232-03-002531.txt	61140	WINDTREE THERAPEUTICS INC	97382D105	WINT	12	15705	2836	21.062	2.81	32.818
933020	2002	0001169232-03-000242.txt	10-K	GLOBAL PAYMENT TECHNOLOGIES	2003-01-14	https://www.sec.gov/Archives/edgar/data/933020/0001169232-03-000242.txt	31500	GLOBAL PAYMENT TECHNOLOGIES	37936S109	GPTX	9	15613	3578	24.03	6.43	5.536
68709	2002	0000897101-02-000912.txt	10-K	MTS SYSTEMS	2002-12-27	https://www.sec.gov/Archives/edgar/data/68709/0000897101-02-000912.txt	6900	MTS SYSTEMS CORP	553777103	MTSC	9	15613	3829	320.099	9.469	21.208
813920	2002	0000813920-03-000031.txt	10-K	CEC ENTERTAINMENT	2003-03-26	https://www.sec.gov/Archives/edgar/data/813920/0000813920-03-000031.txt	15092	CEC ENTERTAINMENT INC	12599M939	9614B	12	15705	5812	539.703	30.7	27.261
19745	2002	0000019745-03-000006.txt	10-K	CHESAPEAKE UTILITIES	2003-03-31	https://www.sec.gov/Archives/edgar/data/19745/0000019745-03-000006.txt	2986	CHESAPEAKE UTILITIES CORP	165303108	CPK	12	15705	4923	210.944	18.3	5.538
804212	2002	0000912057-02-025282.txt	10-K	AIRGAS	2002-06-25	https://www.sec.gov/Archives/edgar/data/804212/0000912057-02-025282.txt	12950	AIRGAS INC	009363102	ARG	3	15795	5084	1700.243	18.51	72.405
887568	2002	0000950135-02-005738.txt	10-K	ZOLL MEDICAL	2002-12-30	https://www.sec.gov/Archives/edgar/data/887568/0000950135-02-005738.txt	25579	ZOLL MEDICAL CORP	989922109	ZOLL	9	15613	3845	165.854	30.4	8.942
310569	2002	0001068800-03-000226.txt	10-K	ANHEUSER BUSCH COMPANIES	2003-03-26	https://www.sec.gov/Archives/edgar/data/310569/0001068800-03-000226.txt	1663	ANHEUSER-BUSCH COS INC	035229103	BUD.2	12	15705	2082	14119.5	48.4	846.6
1082554	2002	0000950133-03-000824.txt	10-K	UNITED THERAPEUTICS	2003-03-19	https://www.sec.gov/Archives/edgar/data/1082554/0000950133-03-000824.txt	121440	UNITED THERAPEUTICS CORP	91307C102	UTHR	12	15705	2834	184.566	16.7	20.923
883569	2002	0000912057-02-013898.txt	10-K	FOSSIL	2002-04-05	https://www.sec.gov/Archives/edgar/data/883569/0000912057-02-013898.txt	28118	FOSSIL GROUP INC	34988V106	FOSL	12	15705	3873	482.526	20.34	46.392
1051431	2002	0000950129-03-001672.txt	10-K	HORIZON OFFSHORE	2003-03-28	https://www.sec.gov/Archives/edgar/data/1051431/0000950129-03-001672.txt	109043	HORIZON OFFSHORE INC	44043J204	HOFF	12	15705	1623	420.533	4.98	26.379
21665	2002	0000950130-03-002310.txt	10-K	COLGATE PALMOLIVE	2003-03-24	https://www.sec.gov/Archives/edgar/data/21665/0000950130-03-002310.txt	3170	COLGATE-PALMOLIVE CO	194162103	CL	12	15705	2844	7087.2	52.43	536.002
27425	2002	0000950168-02-003318.txt	10-K	AMCAST INDUSTRIAL	2002-11-13	https://www.sec.gov/Archives/edgar/data/27425/0000950168-02-003318.txt	1372	AMCAST INDUSTRIAL CORP	023395106	AICOQ	8	15583	3714	450.21	3.2	8.683
940659	2002	0001047469-03-011005.txt	10-K	ENDOCARDIAL SOLUTIONS	2003-03-31	https://www.sec.gov/Archives/edgar/data/940659/0001047469-03-011005.txt	64497	ENDOCARDIAL SOLUTIONS INC	292962107	ECSI.	12	15705	3845	17.721	3.38	16.568
711404	2002	0000950117-03-000230.txt	10-K	COOPER COMPANIES	2003-01-27	https://www.sec.gov/Archives/edgar/data/711404/0000950117-03-000230.txt	3504	COOPER COMPANIES INC	216648402	COO	10	15644	3851	571.115	53	15.105
828064	2002	0000950147-03-000308.txt	10-K	ROCKFORD	2003-03-07	https://www.sec.gov/Archives/edgar/data/828064/0000950147-03-000308.txt	122678	ROCKFORD CORP	77316P101	ROFO	12	15705	3651	101.19	5.89	8.747
1121309	2002	0000936392-03-000400.txt	10-K	SUREBEAM	2003-03-31	https://www.sec.gov/Archives/edgar/data/1121309/0000936392-03-000400.txt	142753	SUREBEAM CORP	86866R102	SURE.	12	15705	3559	151.997	4.04	73.733
850429	2002	0000850429-03-000008.txt	10-K	TREDEGAR	2003-02-19	https://www.sec.gov/Archives/edgar/data/850429/0000850429-03-000008.txt	15459	TREDEGAR CORP	894650100	TG	12	15705	3081	837.962	15	38.323
4457	2002	0000950153-02-001266.txt	10-K	AMERCO	2002-07-17	https://www.sec.gov/Archives/edgar/data/4457/0000950153-02-001266.txt	1393	AMERCO	023586100	UHAL	3	15795	7510	3805.666	4.041	20.357
804328	2002	0000936392-02-001489.txt	10-K	QUALCOMM	2002-11-26	https://www.sec.gov/Archives/edgar/data/804328/0000936392-02-001489.txt	24800	QUALCOMM INC	747525103	QCOM	9	15613	3663	6509.521	27.62	778.549
1145460	2002	0001047469-03-011272.txt	10-K	INVERNESS MEDICAL INNOVATIONS	2003-03-31	https://www.sec.gov/Archives/edgar/data/1145460/0001047469-03-011272.txt	146156	ALERE INC	01449J105	ALR	12	15705	2835	357.746	13.15	14.907
780434	2002	0001021408-02-012129.txt	10-K	RESPIRONICS	2002-09-30	https://www.sec.gov/Archives/edgar/data/780434/0001021408-02-012129.txt	14385	RESPIRONICS INC	761230101	RESP	6	15521	3842	547.45	34.05	33.293
37914	2002	0000037914-03-000002.txt	10-K	FOODARAMA SUPERMARKETS	2003-01-30	https://www.sec.gov/Archives/edgar/data/37914/0000037914-03-000002.txt	4830	FOODARAMA SUPERMARKETS	344820105	FSM.2	10	15644	5411	219.389	27	0.986
701811	2002	0001032210-03-000400.txt	10-K	MENTOR GRAPHICS	2003-03-24	https://www.sec.gov/Archives/edgar/data/701811/0001032210-03-000400.txt	7251	MENTOR GRAPHICS CORP	587200106	MENT	12	15705	7373	804.848	7.86	66.629
785787	2002	0001047469-03-003092.txt	10-K	AEP INDUSTRIES	2003-01-29	https://www.sec.gov/Archives/edgar/data/785787/0001047469-03-003092.txt	11903	AEP INDUSTRIES INC	001031103	AEPI	10	15644	3081	469.031	15.489	7.882
1109808	2002	0001104659-03-005049.txt	10-K	AVOCENT	2003-03-27	https://www.sec.gov/Archives/edgar/data/1109808/0001104659-03-005049.txt	64397	AVOCENT CORP	053893103	AVCT	12	15705	3576	568.607	22.22	45.21
1090061	2002	0000930661-03-000520.txt	10-K	OMNOVA SOLUTIONS	2003-02-11	https://www.sec.gov/Archives/edgar/data/1090061/0000930661-03-000520.txt	124254	OMNOVA SOLUTIONS INC	682129101	OMN	11	15674	3060	466.1	4.1	39.7
38074	2002	0000038074-02-000004.txt	10-K	FOREST LABORATORIES	2002-06-27	https://www.sec.gov/Archives/edgar/data/38074/0000038074-02-000004.txt	4843	FOREST LABORATORIES  -CL A	345838106	FRX	3	15795	2834	2918.107	53.97	363.472
1045014	2002	0001047469-03-003070.txt	10-K	GAMETECH INTERNATIONAL	2003-01-29	https://www.sec.gov/Archives/edgar/data/1045014/0001047469-03-003070.txt	65911	GAMETECH INTERNATIONAL INC	36466D102	GMTCQ	10	15644	3944	58.101	3.51	11.236
275866	2002	0000892569-02-001996.txt	10-K	PACER	2002-09-26	https://www.sec.gov/Archives/edgar/data/275866/0000892569-02-001996.txt	8257	PACER TECHNOLOGY	693905200	PTCH.	6	15521	2891	13.933	4.6	2.928
1084230	2002	0001084230-03-000008.txt	10-K	PEPSIAMERICAS	2003-03-28	https://www.sec.gov/Archives/edgar/data/1084230/0001084230-03-000008.txt	5824	PEPSIAMERICAS INC	71343P200	PAS	12	15705	2086	3562.6	13.43	147.6
