cik	fyear	filename	formtype	companyname	filingdate	url	GVKEY	conm	cusip	tic	fyr	datadate	sich	at	prcc_f	csho
922204	2007	0001193125-07-256048.txt	10-K	RF MONOLITHICS INC	2007-11-29	https://www.sec.gov/Archives/edgar/data/922204/0001193125-07-256048.txt	030540	RF MONOLITHICS INC	74955F106	RFMI	8	17409	3663	47.663	4.87	9.242
925054	1997	0000950005-97-000603.txt	10-K	SPECTRIAN CORP	1997-06-24	https://www.sec.gov/Archives/edgar/data/925054/0000950005-97-000603.txt	030565	SPECTRIAN CORP	847608106	SPCT	3	13969	3663	175.051	16.625	10.904
925054	1998	0000950005-98-000500.txt	10-K	SPECTRIAN CORP	1998-05-21	https://www.sec.gov/Archives/edgar/data/925054/0000950005-98-000500.txt	030565	SPECTRIAN CORP	847608106	SPCT	3	14334	3663	128.412	11.75	10.102
925054	1999	0000950005-99-000560.txt	10-K405	SPECTRIAN CORP	1999-06-14	https://www.sec.gov/Archives/edgar/data/925054/0000950005-99-000560.txt	030565	SPECTRIAN CORP	847608106	SPCT	3	14700	3663	131.275	22.5	10.86
925054	2000	0000950005-00-000778.txt	10-K	SPECTRIAN CORP	2000-06-29	https://www.sec.gov/Archives/edgar/data/925054/0000950005-00-000778.txt	030565	SPECTRIAN CORP	847608106	SPCT	3	15065	3663	188.023	12.3125	11.501
925054	2001	0000950005-01-500215.txt	10-K	SPECTRIAN CORP	2001-06-04	https://www.sec.gov/Archives/edgar/data/925054/0000950005-01-500215.txt	030565	SPECTRIAN CORP	847608106	SPCT	3	15430	3663	154.765	14.32	11.398
928878	1996	0000898430-96-003378.txt	10-K	ORTEL	1996-07-29	https://www.sec.gov/Archives/edgar/data/928878/0000898430-96-003378.txt	030844	ORTEL CORP	68749W102	ORTL	4	13634	3663	90.996	13	11.5
928878	1997	0000898430-97-003099.txt	10-K	ORTEL	1997-07-29	https://www.sec.gov/Archives/edgar/data/928878/0000898430-97-003099.txt	030844	ORTEL CORP	68749W102	ORTL	4	13999	3663	90.341	13.5625	11.713
928878	1998	0000898430-98-002694.txt	10-K	ORTEL	1998-07-29	https://www.sec.gov/Archives/edgar/data/928878/0000898430-98-002694.txt	030844	ORTEL CORP	68749W102	ORTL	4	14364	3663	89.228	6.75	11.97
935493	1996	0001012870-97-000641.txt	10-K	P-COM	1997-03-31	https://www.sec.gov/Archives/edgar/data/935493/0001012870-97-000641.txt	031578	AZZURRA HOLDING CORP	055063101	WVWCQ	12	13514	3663	140.243	29.625	19.238
935493	1997	0001012870-98-000846.txt	10-K	P COM	1998-03-31	https://www.sec.gov/Archives/edgar/data/935493/0001012870-98-000846.txt	031578	AZZURRA HOLDING CORP	055063101	WVWCQ	12	13879	3663	305.521	17.25	42.664
935493	1998	0001012870-99-001146.txt	10-K405	P COM	1999-04-15	https://www.sec.gov/Archives/edgar/data/935493/0001012870-99-001146.txt	031578	AZZURRA HOLDING CORP	055063101	WVWCQ	12	14244	3663	314.358	3.984375	45.87
935493	1999	0001012870-00-001921.txt	10-K405	P COM	2000-04-05	https://www.sec.gov/Archives/edgar/data/935493/0001012870-00-001921.txt	031578	AZZURRA HOLDING CORP	055063101	WVWCQ	12	14609	3663	213.64	8.84375	67.4
935493	2000	0001012870-01-001460.txt	10-K405	P COM	2001-04-02	https://www.sec.gov/Archives/edgar/data/935493/0001012870-01-001460.txt	031578	AZZURRA HOLDING CORP	055063101	WVWCQ	12	14975	3663	216.219	3.0625	80.631
941775	1999	0001032210-00-000635.txt	10-K	DATA CRITICAL	2000-03-30	https://www.sec.gov/Archives/edgar/data/941775/0001032210-00-000635.txt	126137	DATA CRITICAL CORP	237622105	DCCA	12	14609	3663	41.051	14.875	10.565
941775	2000	0001032210-01-500175.txt	10-K	DATA CRITICAL	2001-04-02	https://www.sec.gov/Archives/edgar/data/941775/0001032210-01-500175.txt	126137	DATA CRITICAL CORP	237622105	DCCA	12	14975	3663	43.67	2.46875	11.313
944075	2003	0000944075-04-000006.txt	10-K	SOCKET COMMUNICATIONS	2004-03-15	https://www.sec.gov/Archives/edgar/data/944075/0000944075-04-000006.txt	060801	SOCKET MOBILE INC	83368E200	SCKT	12	16070	3663	23.265	3.34	29.827
944075	2009	0000944075-10-000008.txt	10-K	SOCKET MOBILE,	2010-04-01	https://www.sec.gov/Archives/edgar/data/944075/0000944075-10-000008.txt	060801	SOCKET MOBILE INC	83368E200	SCKT	12	18262	3663	11.743	3.0999	3.789
944163	1999	0000950123-00-002947.txt	10-K	AIRNET COMMUNICATIONS	2000-03-29	https://www.sec.gov/Archives/edgar/data/944163/0000950123-00-002947.txt	127174	AIRNET COMMUNICATIONS CORP	00941P403	ANCCQ	12	14609	3663	131.013	36.375	23.233
944163	2000	0000950123-01-500518.txt	10-K	AIRNET COMMUNICATIONS	2001-04-03	https://www.sec.gov/Archives/edgar/data/944163/0000950123-01-500518.txt	127174	AIRNET COMMUNICATIONS CORP	00941P403	ANCCQ	12	14975	3663	92.134	6.75	23.765
944163	2004	0001193125-05-062116.txt	10-K	AIRNET COMMUNICATIONS	2005-03-28	https://www.sec.gov/Archives/edgar/data/944163/0001193125-05-062116.txt	127174	AIRNET COMMUNICATIONS CORP	00941P403	ANCCQ	12	16436	3663	28.989	2.99	12.472
946815	1996	0000891020-97-000410.txt	10-K	MACKIE DESIGNS	1997-03-26	https://www.sec.gov/Archives/edgar/data/946815/0000891020-97-000410.txt	061212	LOUD TECHNOLOGIES INC	545731200	LTEC	12	13514	3663	46.256	6.5	12.885
946815	1997	0001047469-98-013147.txt	10-K	MACKIE DESIGNS	1998-03-31	https://www.sec.gov/Archives/edgar/data/946815/0001047469-98-013147.txt	061212	LOUD TECHNOLOGIES INC	545731200	LTEC	12	13879	3663	53.372	6.25	12.734
946815	1998	0001047469-99-012287.txt	10-K	MACKIE DESIGNS	1999-03-30	https://www.sec.gov/Archives/edgar/data/946815/0001047469-99-012287.txt	061212	LOUD TECHNOLOGIES INC	545731200	LTEC	12	14244	3663	119.337	6.25	12.356
946815	1999	0000912057-00-015336.txt	10-K	MACKIE DESIGNS	2000-03-30	https://www.sec.gov/Archives/edgar/data/946815/0000912057-00-015336.txt	061212	LOUD TECHNOLOGIES INC	545731200	LTEC	12	14609	3663	120.854	5.25	12.108
946815	2000	0001104659-01-500181.txt	10-K	MACKIE DESIGNS	2001-03-30	https://www.sec.gov/Archives/edgar/data/946815/0001104659-01-500181.txt	061212	LOUD TECHNOLOGIES INC	545731200	LTEC	12	14975	3663	165.198	5.25	12.372
946815	2001	0001104659-02-001529.txt	10-K	MACKIE DESIGNS	2002-04-23	https://www.sec.gov/Archives/edgar/data/946815/0001104659-02-001529.txt	061212	LOUD TECHNOLOGIES INC	545731200	LTEC	12	15340	3663	153.964	4.05	12.424
946815	2003	0001047469-04-015242.txt	10-K	LOUD TECHNOLOGIES	2004-05-03	https://www.sec.gov/Archives/edgar/data/946815/0001047469-04-015242.txt	061212	LOUD TECHNOLOGIES INC	545731200	LTEC	12	16070	3663	50.422	2.02	19.608
946815	2005	0001104659-06-021329.txt	10-K	LOUD TECHNOLOGIES	2006-03-31	https://www.sec.gov/Archives/edgar/data/946815/0001104659-06-021329.txt	061212	LOUD TECHNOLOGIES INC	545731200	LTEC	12	16801	3663	95.545	16	4.566
946815	2006	0000950134-07-008258.txt	10-K	LOUD TECHNOLOGIES	2007-04-16	https://www.sec.gov/Archives/edgar/data/946815/0000950134-07-008258.txt	061212	LOUD TECHNOLOGIES INC	545731200	LTEC	12	17166	3663	105.756	15.05	4.575
95366	1996	0000950170-96-001137.txt	10-K405	SUNAIR ELECTRONICS	1996-12-27	https://www.sec.gov/Archives/edgar/data/95366/0000950170-96-001137.txt	010159	SUNAIR SERVICES CORP	867017105	SNR.1	9	13422	3663	13.611	2.56199932	3.932
95366	1997	0001042910-97-000035.txt	10-K	SUNAIR ELECTRONICS	1997-12-23	https://www.sec.gov/Archives/edgar/data/95366/0001042910-97-000035.txt	010159	SUNAIR SERVICES CORP	867017105	SNR.1	9	13787	3663	13.664	2.81199932	3.932
95944	1996	0000949459-96-000059.txt	10-K	SYMETRICS INDUSTRIES	1996-06-14	https://www.sec.gov/Archives/edgar/data/95944/0000949459-96-000059.txt	014474	SYMETRICS INDUSTRIES	871521100	SYMT	3	13604	3663	16.854	9.125	1.625
96699	1995	0001004683-95-000003.txt	10-K	TECHNICAL COMMUNICATIONS	1995-12-28	https://www.sec.gov/Archives/edgar/data/96699/0001004683-95-000003.txt	010364	TECHNICAL COMMUNICATIONS CP	878409101	TCCO	9	13056	3663	15.348	9.75	1.244
96699	1996	0001027885-97-000002.txt	10-K405	TECHNICAL COMMUNICATIONS	1997-01-10	https://www.sec.gov/Archives/edgar/data/96699/0001027885-97-000002.txt	010364	TECHNICAL COMMUNICATIONS CP	878409101	TCCO	9	13422	3663	16	12.25	1.254
96699	2010	0000950123-10-115828.txt	10-K	TECHNICAL COMMUNICATIONS	2010-12-22	https://www.sec.gov/Archives/edgar/data/96699/0000950123-10-115828.txt	010364	TECHNICAL COMMUNICATIONS CP	878409101	TCCO	9	18535	3663	14.826	9.25	1.826
96699	2011	0000950123-11-103881.txt	10-K	TECHNICAL COMMUNICATIONS	2011-12-22	https://www.sec.gov/Archives/edgar/data/96699/0000950123-11-103881.txt	010364	TECHNICAL COMMUNICATIONS CP	878409101	TCCO	9	18900	3663	14.843	7.28	1.827
96699	2012	0001193125-12-513200.txt	10-K	TECHNICAL COMMUNICATIONS	2012-12-21	https://www.sec.gov/Archives/edgar/data/96699/0001193125-12-513200.txt	010364	TECHNICAL COMMUNICATIONS CP	878409101	TCCO	9	19266	3663	12.84	5.7486	1.839
96699	2013	0001193125-13-479174.txt	10-K	TECHNICAL COMMUNICATIONS	2013-12-19	https://www.sec.gov/Archives/edgar/data/96699/0001193125-13-479174.txt	010364	TECHNICAL COMMUNICATIONS CP	878409101	TCCO	9	19631	3663	12.351	6.69	1.839
